Niort,23954,Chartres,24109,Arras,24851,Cholet,27883,Brive-la-Gaillarde,33534,Bourgoin-Jallieu,36833,Cluses,45634,SËte,66437,Vichy,67591,Quimper,69167,Vannes,71601,ArmentiËres,75757
Blois,23819,Blois,24075,Saint-Brieuc,24514,Romans-sur-IsËre,27309,Agen,33480,Ajaccio,36432,Ch‚lons-en-Champagne,45350,Cluses,65995,Ch‚teauroux,67158,Charleville-MÈziËres,68659,Agen,70862,Draguignan,74174
Vannes,23444,Saint-Brieuc,23957,Blois,24071,Amiens,27092,Arras,33344,Annecy,36234,SËte,45105,Beauvais,65975,PÈrigueux,67037,Niort,68561,CompiËgne,69903,Chalon-sur-SaÙne,74059
Albi,22662,Niort,23839,Agen,23976,Ch‚lons-en-Champagne,26766,Laval,32589,Brive-la-Gaillarde,36135,Niort,44644,CompiËgne,65244,Niort,66304,La Teste-de-Buch - Arcachon,68115,PÈrigueux,69337,Albi,72688
Agen,22515,Vannes,23759,Vienne,23726,Quimper,26751,Ch‚lons-en-Champagne,31105,Blois,35406,Brive-la-Gaillarde,43772,Nevers,64182,SËte,65692,Bourgoin-Jallieu,67891,Saint-Quentin,68379,PÈrigueux,71496
Saint-Brieuc,22224,Agen,23335,Niort,23684,Niort,25989,Creil,30098,Laval,34719,Montauban,43406,Saint-Just-Saint-Rambert,63407,Agen,65051,Beauvais,67382,Blois,67935,Montauban,71343
ChambÈry,22112,ChambÈry,23063,Chartres,23300,La Rochelle,25734,ChambÈry,30032,CompiËgne,34668,Laval,43288,Montauban,62507,…pinal,64349,Vichy,66925,Albi,67873,CompiËgne,71221
Ajaccio,21834,Brive-la-Gaillarde,21511,Ajaccio,22667,Meaux,25471,FrÈjus,29847,Albi,33229,Vichy,42608,Saint-Quentin,62492,CompiËgne,64134,Meaux,66923,Niort,67510,Niort,70289
Vichy,20933,Ajaccio,21213,Brive-la-Gaillarde,21730,PÈrigueux,25469,Niort,29606,Beauvais,33228,Albi,41358,…pinal,61809,Albi,64087,Albi,66745,Meaux,66945,Menton,70228
Saint-Omer,20916,Cholet,21148,Vannes,21486,NÓmes,25434,Chartres,28479,Tarbes,32644,Bergerac,41328,BÈziers,60321,Ch‚lons-en-Champagne,63061,Menton,66269,Charleville-MÈziËres,66637,Blois,67984
Beauvais,20315,Saint-Omer,20573,ChambÈry,20639,Vannes,25350,Vannes,28280,Vienne,32168,PÈrigueux,41120,FrÈjus,60094,Blois,62622,Montauban,66175,Menton,66480,Meaux,67566
Brive-la-Gaillarde,19572,Bourg-en-Bresse,20515,Bourg-en-Bresse,20214,SËte,24914,Cluses,27409,Montpellier,32152,Chartres,40723,Ch‚lons-en-Champagne,59318,Laval,61163,Vienne,64799,Ch‚teauroux,66448,Thonon-les-Bains,67354
Quimper,19493,Beauvais,19944,Beauvais,19334,Ajaccio,24661,Blois,26828,Bergerac,31987,…vreux,40234,Bastia,58141,Saint-Omer,60889,Ch‚lons-en-Champagne,64386,Laval,66321,Laval,66743
Cholet,19405,Quimper,19211,Saint-Omer,19221,Cluses,23934,Cholet,26107,Thonon-les-Bains,29486,CompiËgne,39876,Blois,57567,FrÈjus,60289,Nevers,64041,Nevers,66162,Saint-Quentin,65694
Bourg-en-Bresse,18975,Haguenau,18933,Quimper,18404,Saint-Omer,23104,Ajaccio,26060,PÈrigueux,29115,Menton,38948,Romans-sur-IsËre,57186,Montauban,59539,Brive-la-Gaillarde,62102,Vichy,64909,Ch‚teauroux,65346
