Code;Name EN;Province;Lat;Long;1982;1990;2000;2010
CNYON2106A;YONGDIAN;LIAONING;40.5534;124.818;;;;20642
CNNAN4301A;NANTIANPING;HUNAN;27.875103;113.814123;;;;20627
CNQIN4312A;QINGLANG;HUNAN;26.6139654;106.7318311;;;;20624
CNBAI2113B;BAITAZI;LIAONING;40.8642;119.6469;;;;20624
CNYAO5105A;YAOBA;SICHUAN;28.7562;105.6431;;;24431;20623
CNGOU4304A;GOULOU;HUNAN;27.140665;112.616945;;;;20614
CNLON4101B;LONGWANG;HENAN;34.462959;113.862211;;;;20606
CNZHA3401A;ZHANGJI;ANHUI;27.7320361;120.3008187;;;;20598
CNNON5114A;NONGWANG;SICHUAN;30.3409838;106.2885834;;;;20598
CNBAO5002C;BAOLUAN;CHONGQING;29.7656;107.6632;;;28795;20593
CNTUM2201A;TUMENLING;JILIN;44.0919;126.0335;;;7340;20592
CNZHA2202A;ZHAOYANGSHAN;JILIN;43.028573;125.725597;;;;20586
CNDAB4509A;DABA;GUANGXI;21.657;109.8247;;;20599;20585
CNZHI1504A;ZHIRUI;NEIMENGGU;24.6657859;113.5217514;;;;20574
CNXIA4304B;XIATANG;HUNAN;37.384871;120.765734;;;;20574
CNDAY5224A;DAYIN;GUIZHOU;38.9341;115.7203;;;14735;20572
CNJIA2202A;JIAPIGOU;JILIN;42.8618;127.4837;;;10510;20569
CNZHA4205A;ZHANGCUNPING;HUBEI;31.2973;111.1967;;;16850;20567
CNHUA6103B;HUAIYA;SHAANXI;34.2081;107.8674;;;;20567
CNMAZ5106A;MAZU;SICHUAN;26.2117299;119.5401367;;;;20560
CNYAN4307B;YANZUI;HUNAN;27.539019;109.503236;;;;20551
CNYAN4301B;YANGHUA;HUNAN;29.394079;107.612495;;;;20530
CNGAN6207A;GANXUN;GANSU;30.2690849;120.1950544;;;;20530
CNLON4310B;LONGTAN;HUNAN;25.594;112.4855;;;;20518
CNHUA4305E;HUAGU;HUNAN;28.234921;113.189132;;;;20512
CNHUA5202A;HUASHI;GUIZHOU;25.902408;104.629052;;;;20507
CNYUJ2101A;YUJIAFANG;LIAONING;41.2482;122.6384;;;21406;20496
CNYUY6108A;YUYANG;SHAANXI;27.6857;120.6101;;;;20493
CNGUH3607A;GUHOU;JIANGXI;23.0474776;113.7476654;;;;20492
CNXIA4305E;XIAOSHAJIANG;HUNAN;27.5232;110.7431;;;;20492
CNHUA2204A;HUANGHE;JILIN;40.5883;107.1166;;;;20483
CNSHA3610B;SHANDANG;JIANGXI;35.5673013;118.813898;;;;20478
CNBAI5108A;BAILONG;SICHUAN;31.7817;105.5701;;;;20474
CNLON5002F;LONGCHI;CHONGQING;36.9514;119.3216;;;;20469
CNXIA5117A;XIANDU;SICHUAN;25.0264;117.6368;;;;20464
CNSHA3208A;SHANGHE;JIANGSU;28.2920965;115.749259;;;;20462
CNPEN6404B;PENGBAO;NINGXIA;27.687813;113.869318;;;;20452
CNLAO5202A;LAOCHANG;GUIZHOU;25.6363;104.8432;;;;20449
CNQIN5106A;QINGHE;SICHUAN;29.187611;114.791376;;;;20445
CNYAN3401B;YANGDIAN;ANHUI;29.386178;103.61812;;;;20441
CNXIJ3212A;XIJIAO;JIANGSU;32.9665;119.7438;;;28445;20437
CNDOU4512A;DOUYANG;GUANGXI;30.6943401;103.7473896;;;;20418
CNPIN4312A;PINGCUN;HUNAN;26.9365;109.6848;;;;20416
CNHUA4302C;HUANGFENGQIAO;HUNAN;27.2789;113.7037;;;;20415
CNZHU3608A;ZHUTIAN;JIANGXI;26.287576;114.497717;;;;20405
CNQUN5109A;QUNLI;SICHUAN;30.3792;105.958;;;20776;20399
CNCHA6105A;CHAOYI;SHAANXI;34.7838;110.0894;;;;20394
CNLIN6101A;LINGZHAO;SHAANXI;34.3939405;108.7284386;;;;20393
CNFAN3603A;FANGLOU;JIANGXI;27.2764;113.9313;;;20962;20390
CNZHU5001A;ZHUOSHUI;CHONGQING;29.2963;108.7955;;;33186;20386
CNNAN5325B;NANSHA;YUNNAN;23.2018;102.8225;;;;20369
CNWAN3607A;WANLONG;JIANGXI;26.7963935;114.9019044;;;;20364
CNCAO1408A;CAOCHUAN;SHANXI;34.9028;111.5225;;;;20358
CNZHO4501A;ZHONGHUA;GUANGXI;23.1403;108.95;;;28272;20357
CNMAZ4413A;MAZHA;GUANGDONG;23.4597;114.0076;;;21396;20350
CNJIN4416A;JINGZI;GUANGDONG;23.6306;115.4137;;;;20347
CNCHA4304A;CHANGPING;HUNAN;35.5912812;110.7175209;;;25066;20342
CNPIN1405A;PINGCHENG;SHANXI;35.8365;113.3028;;;;20342
CNDAL4513A;DALE;GUANGXI;24.0918;109.9938;;;;20341
CNJIM6523A;JIMUSAER;XINJIANG;43.9962;89.1744;;;;20336
CNNIN1202A;NINGHE;TIANJIN;39.4647;117.7685;;;13504;20331
CNPAN4414A;PANTIAN;GUANGDONG;23.9233;116.3272;;;22385;20318
CNSHI5120E;SHIZHONG;SICHUAN;29.555374;103.761329;;;;20309
CNQIN5304A;QINGLONGCHANG;YUNNAN;23.7646;102.0318;;;;20306
CNWEI3208A;WEIQIAO;JIANGSU;37.8952;115.5195;;;;20303
CNTAN4305C;TANGJIAFANG;HUNAN;26.844;110.3593;;;19530;20301
CNJIN5107B;JINSHI;SICHUAN;31.1558;104.7717;;;;20297
CNCHO3607B;CHONGXIAN;JIANGXI;25.110224;114.819662;;;;20296
CNLON4303B;LONGKOU;HUNAN;27.469973;112.708543;;;;20292
CNGUA6109A;GUANGFO;SHAANXI;32.2421;109.368;;;;20291
CNCHO6104A;CHONGWEN;SHAANXI;34.494837;108.946822;;;;20290
CNXUJ3609A;XUJIADU;JIANGXI;28.2473;114.7082;;;;20288
CNJIT4418A;JITIAN;GUANGDONG;24.5679;112.0703;;;34092;20279
CNFEN5117A;FENGLE;SICHUAN;31.107014;107.13762;;;;20278
CNCAO2105A;CAOHEKOU;LIAONING;40.876;123.9174;;;;20277
CNXIY3604A;XIYUAN;JIANGXI;26.2268451;104.0933447;;;;20274
CNPUJ5222A;PUJIAO;GUIZHOU;24.6635724;117.6628933;;;;20271
CNYIL2311A;YILAHA;HEILONGJIANG;48.8186;125.1521;;;31199;20271
CNSHI5116B;SHISUN;SICHUAN;30.6214;106.7756;;;43851;20270
CNCHU3506A;CHUANCHANG;FUJIAN;24.624;117.236;;;24231;20262
CNLUO3609A;LUOCHENG;JIANGXI;28.2906;114.5579;;;45168;20260
CNMEN5328F;MENGA;YUNNAN;21.459233;101.564635;;;;20258
CNXIN5110A;XINGLONGJIE;SICHUAN;29.723;104.7568;;;20865;20258
CNHUT3609A;HUTANG;JIANGXI;28.321776;115.615799;;;;20253
CNHUA5306C;HUALANG;YUNNAN;27.716717;105.111455;;;;20249
CNLOU1401A;LOUFAN;SHANXI;38.0679;111.7837;;;;20247
CNYAN6229A;YANZHI;GANSU;39.2317279;117.1154154;;;;20247
CNLON6105B;LONGBEI;SHAANXI;27.0427442;114.8980507;;;;20234
CNXID2114A;XIDIANZI;LIAONING;40.0867;119.9328;;;22863;20223
CNWEI3610A;WEISHANGQIAO;JIANGXI;28.225095;116.549282;;;;20222
CNGAO3415B;GAOFENG;ANHUI;31.253681;116.71042;;;;20211
CNQIN5117B;QINGLONG;SICHUAN;30.776838;109.282042;;;;20205
CNWUH1504A;WUHUA;NEIMENGGU;23.917991;115.7845013;;;;20203
CNJIN5325C;JINSHUIHE;YUNNAN;22.5998;103.1505;;;;20195
CNHUI4416A;HUILONG;GUANGDONG;24.3638;115.5162;;;;20190
CNMIN5308A;MINYUE;YUNNAN;23.1699806;112.5722054;;;;20185
CNYAN5304B;YANGWU;YUNNAN;23.929;102.1443;;;;20185
CNDON1405A;DONGYE;SHANXI;35.3606;112.4907;;;20581;20184
CNMUD3208A;MUDIAN;JIANGSU;32.918347;118.605221;;;;20183
CNZUO3610A;ZUOFANG;JIANGXI;29.6803013;107.9190185;;;;20167
CNLIZ3212A;LIZHONG;JIANGSU;33.0322;119.7031;;;30597;20164
CNHUA4203A;HUALONGYAN;HUBEI;32.0528;110.536;;;25043;20163
CNDAL5119A;DALUO;SICHUAN;46.6222;127.5399;;;;20156
CNPIN4453A;PINGTAI;GUANGDONG;23.2519;111.4175;;;18538;20147
CNNAS4507A;NASI;GUANGXI;21.93;109.059;;;21343;20134
CNQIN2112A;QINGYUNBAO;LIAONING;42.5486;123.8442;;;25438;20134
CNCHA4690B;CHANGHUA;HAINAN;30.1752;119.2241;;;;20129
CNGUA4112B;GUANDAOKOU;HENAN;34.3208;111.0614;;;20512;20123
CNYEC1405A;YECHUAN;SHANXI;35.7975;112.8422;;;14749;20122
CNHEI1410A;HEILONGGUAN;SHANXI;36.2895;111.2522;;;12433;20121
CNPAI4208A;PAILOU;HUBEI;40.7302;122.8182;;;16905;20121
CNXIN4307A;XINXING;HUNAN;38.5691;115.6409;;;;20117
CNLIU3208B;LIULAOZHUANG;JIANGSU;33.819076;118.996633;;;;20115
CNWAN2206A;WANLIANG;JILIN;42.4317;127.2734;;;9498;20114
CNYIN3607B;YINGQIAN;JIANGXI;25.9622;119.4673;;;;20113
CNLUD3210A;LUDUO;JIANGSU;33.2105;119.5101;;;30643;20101
CNHEC4512B;HECHI;GUANGXI;24.6920676;108.0445674;;;;20095
CNSID3604A;SIDOU;JIANGXI;30.5487682;103.8762817;;;;20095
CNSHI5117A;SHIQIAOPU;SICHUAN;30.786;107.448;;;18751;20094
CNSHA3608C;SHANGXIAN;JIANGXI;35.539159;106.6749668;;;;20092
CNPIN4507B;PINGMU;GUANGXI;22.3503;109.8012;;;13582;20091
CNSHI3213A;SHIJI;JIANGSU;34.3060891;108.6936312;;;;20090
CNGEG3417A;GEGONG;ANHUI;30.0905;117.1798;;;;20082
CNLUC3412A;LUCUN;ANHUI;30.006522;117.980895;;;47337;20067
CNHUA5110A;HUANGJINGGOU;SICHUAN;29.654;104.6595;;;31076;20062
CNXIA2204A;XIAOSIPING;JILIN;42.5365;125.1291;;;7083;20060
CNTUQ2327A;TUQIANG;HEILONGJIANG;52.8914;122.8455;;;16061;20056
CNQIT4211A;QITING;HUBEI;31.4382;119.8636;;;19455;20055
CNLIN3301A;LINGQIAO;ZHEJIANG;30.027451;120.029428;;;;20047
CNHES3608A;HESHI;JIANGXI;26.856544;114.690658;;;;20036
CNMUD5323A;MUDING;YUNNAN;26.864106;100.214488;8645;12904;19329;20027
CNWUF3608A;WUFENG;JIANGXI;26.4901;114.7579;;;;20025
CNZIS5002A;ZISHUI;CHONGQING;31.407255;108.32408;;;;20025
CNPUM1411A;PUMING;SHANXI;38.2591;111.5699;;;;20024
CNNAN1302A;NANSUNZHUANG;HEBEI;39.5180375;117.9952187;;;;20022
CNLUO2224A;LUOZIGOU;JILIN;43.7275;130.3426;;;12203;20014
CNJIN6110A;JINLINGSI;SHAANXI;34.6771;117.53;;;20118;20005
CNYUG5325A;YUGUOPU;YUNNAN;23.4725;103.3327;;;21924;20003
CNQUA4514A;QUANMING;GUANGXI;22.924;107.1734;;;23482;20002
CNHON6205A;HONGBAO;GANSU;34.8327538;113.8043137;;;;19999
CNHEI2301A;HEILONGGONG;HEILONGJIANG;45.4286;127.8907;;;20373;19993
CNXIA5120A;XIANGFU;SICHUAN;47.2699;126.7588;;;25730;19989
CNERH5203A;ERHE;GUIZHOU;28.003;106.3497;;;24763;19985
CNHEL2110A;HELAN;LIAONING;40.988565;123.4231719;;;;19977
CNYEM2101A;YEMAOTAI;LIAONING;42.3245;122.8802;;;22041;19975
CNSUN3610A;SUNFANG;JIANGXI;27.8716;116.1732;;;;19974
CNXIA6207A;XIAOMAN;GANSU;38.849778;100.358555;;;;19964
CNLIA6105B;LIANGYI;SHAANXI;34.9473;110.1068;;;;19963
CNHON4331A;HONGYANXI;HUNAN;29.2945;109.6265;;;;19944
CNCHO3208B;CHOUJI;JIANGSU;32.331847;119.736139;;;;19930
CNWUF5101A;WUFENG;SICHUAN;30.6146;104.4715;;;;19928
CNHAE2109A;HAERTAO;LIAONING;42.4861;122.1219;;;22624;19928
CNDAY2103A;DAYINGZI;LIAONING;40.3131;123.6023;;;;19927
CNTIE4304A;TIESITANG;HUNAN;26.9039;112.896;;;18961;19918
CNLON3412A;LONGWANG;ANHUI;32.547037;115.569203;;;;19917
CNTAI4307A;TAIZIMIAO;HUNAN;28.7629;111.9755;;;20892;19914
CNQUA3611A;QUANBO;JIANGXI;28.3978;118.3214;;;23930;19906
CNNID5223A;NIDANG;GUIZHOU;24.8052;104.8347;;;24607;19905
CNSHA4416A;SHANGPING;GUANGDONG;24.4749;114.5943;;;19720;19898
CNCHI6105A;CHISHUI;SHAANXI;34.503907;109.649744;;;;19889
CNQIN2107A;QINGDUIZI;LIAONING;41.4543;121.9201;;;19310;19888
CNREN5002C;RENSHA;CHONGQING;33.1580084;109.08122;;;;19884
CNDAH1509A;DAHEI HE;NEIMENGGU;40.228871;111.160939;;;;19884
CNDON3501A;DONGZHANG;FUJIAN;35.0662;110.4102;;;32703;19880
CNMUM5114A;MUMA;SICHUAN;31.9728;105.6479;;;22648;19879
CNGUA5117A;GUANYIN;SICHUAN;30.6789;107.4374;;;;19875
CNKAN3508A;KANSHI;FUJIAN;24.9118771;116.8964355;;;;19871
CNLUO4412A;LUODONG;GUANGDONG;23.3818;111.63;;;18391;19869
CNTON4416A;TONGQU;GUANGDONG;24.0508;115.3777;;;13054;19868
CNSHU1303A;SHUANGSHANZI;HEBEI;40.3412;119.1697;;;;19868
CNMAI3608A;MAIXIE;JIANGXI;27.6594;115.4953;;;16704;19866
CNCHI6109A;CHIHE;SHAANXI;32.952781;108.341187;;;;19866
CNNIN3604A;NINGZHOU;JIANGXI;24.1961;102.9297;;;;19865
CNLIE3506A;LIEYU;FUJIAN;23.8239;117.4631;;;;19856
CNTAN2208A;TANTU;JILIN;46.1842;123.3475;;;9016;19856
CNSHA4304A;SHANQIAO;HUNAN;27.003;112.4818;;;;19854
CNSHE1405A;SHENNONG;SHANXI;35.8982;112.9232;;;24781;19854
CNJIE3411A;JIEPAIJI;ANHUI;32.2465;117.8316;;;10831;19848
CNYAN1409A;YANGMINGBAO;SHANXI;39.0048;112.8754;;;21246;19840
CNXIC5326A;XICHOU;YUNNAN;23.4368;104.676;;11427;19113;19837
CNLON1308B;LONGXUMEN;HEBEI;40.6513;118.5493;;;;19835
CNZHO2304A;ZHONGREN;HEILONGJIANG;47.5459;131.8168;;;35440;19831
CNGAO5204A;GAOFENG;GUIZHOU;26.3745;106.3506;;;;19829
CNHEY3608A;HEYUAN;JIANGXI;30.8576549;104.4381788;;;;19828
CNYON2207A;YONGJIU;JILIN;44.1657;124.6373;;;;19818
CNBEI3213A;BEIDINGJI;JIANGSU;40.1600948;116.6146832;;;;19809
CNSAN6209A;SANDUN;GANSU;30.304;120.099;;;27378;19800
CNJUR2301A;JUREN;HEILONGJIANG;45.7509;127.2648;;;18556;19788
CNWUX3418A;WUXING;ANHUI;33.4351781;113.5993406;;;;19785
CNQIA2114A;QIANSUO;LIAONING;40.0893;119.9487;;;25177;19780
CNNAN1301A;NANDAYUE;HEBEI;38.4762;114.7827;;;19600;19776
CNSHI3604A;SHIMENLOU;JIANGXI;28.9735;114.8546;;;20707;19773
CNKUE6543A;KUEERQISI;XINJIANG;46.9695;89.5603;;;15834;19772
CNJUN4203B;JUNXIAN;HUBEI;32.663909;111.151243;;;;19748
CNBEI2301A;BEIYINHE;HEILONGJIANG;45.149;126.9921;;;25092;19747
CNBAI3608A;BAISHA;JIANGXI;26.9518;115.4357;;;;19725
CNXIA3310A;XIAOXIONG;ZHEJIANG;28.881339;121.58165;;;;19718
CNXIA3607B;XIAOXI;JIANGXI;33.0506;117.9087;;;;19708
CNGON6540A;GONGLIU;XINJIANG;43.4809;82.2239;;;;19693
CNDUI3608A;DUIZIQIAN;JIANGXI;26.3399;114.28;;;18713;19692
CNCAN4307A;CANGGANG;HUNAN;28.8994;111.9204;;;;19685
CNDUK4307A;DUKOU;HUNAN;29.3197;111.9455;;;;19685
CNMAS4304A;MASHUI;HUNAN;27.8916204;102.2607521;;;;19682
CNZHA5331A;ZHANXI;YUNNAN;31.8583361;120.2599995;;;;19679
CNYUZ1404A;YUZE;SHANXI;26.8459393;100.2085105;;;;19673
CNLIU4504A;LIUBAO;GUANGXI;23.8134;111.3818;;;23331;19668
CNFEN6105C;FENGLEI;SHAANXI;35.1708;109.6667;;;22548;19668
CNDAQ3607A;DAQIAO;JIANGXI;29.670736;116.062111;;;;19659
CNZUS1303A;ZUSHAN;HEBEI;40.2211;119.424;;;;19631
CNMUC1411A;MUCUN;SHANXI;36.658;119.3483;;;;19623
CNSIS6108A;SISHIPU;SHAANXI;37.618;110.2594;;;;19620
CNFUC3301A;FUCHUNJIANG;ZHEJIANG;29.7103;119.6409;;;22752;19612
CNYAO6110A;YAOSHI;SHAANXI;38.4271649;115.3250157;;;;19607
CNYIN2101A;YINIUBUZI;LIAONING;42.2452083;123.4130637;;;;19602
CNHUA3611D;HUANGSHALING;JIANGXI;30.326901;118.2467419;;;;19601
CNWAN5306A;WANCHANG;YUNNAN;28.691392;117.0679726;;;;19598
CNQIN3716A;QINHUANGTAI;SHANDONG;37.490747;118.086194;;;;19597
CNYUA4101A;YUANZHUANG;HENAN;32.761288;112.278689;;;;19593
CNMAI1509A;MAIHUTU;NEIMENGGU;40.627;112.7514;;;;19583
CNXIN2111A;XINKAI;LIAONING;41.0619;122.2615;;;;19572
CNLIA5106A;LIANHE;SICHUAN;32.2533;119.7688;;;;19571
CNCHA5109A;CHANGLE;SICHUAN;31.354371;105.017735;;;;19563
CNYUE4307A;YUEMINGTAN;HUNAN;30.2039069;120.2152543;;;;19556
CNLIN5107A;LINGXING;SICHUAN;31.1544;105.0021;;;27476;19548
CNDAW4301A;DAWEISHAN;HUNAN;28.4675;113.9978;;;16478;19545
CNTAI4310A;TAIHE;HUNAN;25.6177;112.7263;;;;19542
CNFUH5113A;FUHU;SICHUAN;31.3013;105.7185;;;20992;19542
CNQIA2101A;QIANDANGBAO;LIAONING;41.7725;122.8586;;;23088;19537
CNHUI3306A;HUISHAN;ZHEJIANG;29.2734;120.8318;;;;19536
CNNAN1411A;NANZHUANG;SHANXI;38.4085;115.6466;;;;19536
CNBIA2106A;BIANMEN;LIAONING;40.3545;124.0834;;;20674;19517
CNDON5203A;DONGGONGSI;GUIZHOU;27.7725;106.9232;;;20133;19516
CNPUG5202A;PUGUYI;GUIZHOU;27.630018;105.666994;;;;19503
CNSHI3604C;SHIZI;JIANGXI;29.6025;115.8343;;;;19503
CNGUQ3418A;GUQUAN;ANHUI;31.01;118.6519;;;26999;19492
CNJIA3611B;JIANTIANJIE;JIANGXI;27.1455936;114.4429694;;;;19490
CNXIA3210A;XIAOGUANZHUANG;JIANGSU;33.1838;119.4326;;;26436;19489
CNGAO4205B;GAOJIAYAN;HUBEI;30.5978;111.049;;;;19484
CNLON5002G;LONGDONG;CHONGQING;22.7452122;114.3671008;;;;19482
CNAOQ4310A;AOQUAN;HUNAN;25.9009;112.5942;;;22598;19481
CNJUN4312A;JUNPING;HUNAN;28.0174;110.5361;;;;19478
CNXIT5203A;XITOU;GUIZHOU;30.0082;118.4665;;;;19476
CNLEN5325A;LENGQUAN;YUNNAN;40.03293;116.2331491;;;;19461
CNQIN5306A;QINGGANGLING;YUNNAN;27.434598;104.010733;;;;19454
CNRON5002B;RONGXI;CHONGQING;28.5303;108.8466;;;;19441
CNGEZ4312A;GEZHUPING;HUNAN;31.1877079;121.3625167;;;;19429
CNFUL5002A;FULU;CHONGQING;47.6337;124.6508;;;20918;19422
CNDEG1310A;DEGUI;HEBEI;38.9061;116.689;;;20117;19415
CNCAO5109A;CAOBEI;SICHUAN;30.9203;105.6167;;;;19413
CNXIW3213A;XIWEI;JIANGSU;28.8202581;120.2609196;;;;19411
CNCHI3601A;CHIXI;JIANGXI;28.395758;116.427803;;;;19409
CNXUN6104A;XUNYI;SHAANXI;35.111978;108.333986;10698;13160;15360;19402
CNSHA3608A;SHAXI;JIANGXI;26.8968;115.5889;;;12076;19382
CNJIA3310A;JIANTIAO;ZHEJIANG;31.4562024;104.8208985;;;;19373
CNBAO5114A;BAOMA;SICHUAN;31.5024;106.1074;;;12773;19370
CNBAR6528A;BARUNHAERMODUN;XINJIANG;42.2315;86.1167;;;18884;19369
CNJIT3607A;JITAN;JIANGXI;24.947099;115.749142;;;;19365
CNXIN3611B;XINGANGSHAN;JIANGXI;22.7686822;113.8623098;;;;19358
CNHUA6321A;HUALONGHUIZUZIZHIXIAN;QINGHAI;36.270879;102.197956;12259;15432;15130;19356
CNNAN3208A;NANJI;JIANGSU;33.75;119.4577;;;30014;19355
CNMAO4311A;MAOZHU;HUNAN;26.514;111.7828;;;23340;19354
CNLIA5109A;LIANHUA;SICHUAN;30.439832;105.158536;;;;19352
CNHEL2308A;HELI;HEILONGJIANG;47.0363;130.2846;;;;19351
CNZHO3213A;ZHOUJI;JIANGSU;33.987177;119.07019;;;29332;19349
CNYUL5107A;YULONG;SICHUAN;31.0937;105.5289;;;;19345
CNJIA5001D;JIAN;CHONGQING;29.164;105.7355;;;;19342
CNTAN5227A;TANGBIAN;GUIZHOU;25.6586;106.7717;;;22867;19335
CNBAJ3213A;BAJI;JIANGSU;22.8125682;113.2570544;;;;19333
CNYUJ3412A;YUJI;ANHUI;29.964612;104.379666;;;;19333
CNBAO5002E;BAOPING;CHONGQING;30.8995;108.8739;;;;19330
CNYAN3504A;YANGZHONG;FUJIAN;26.7026;119.3785;;;;19329
CNYON2306A;YONGLE;HEILONGJIANG;45.7622;125.0365;;;;19328
CNBAN5222A;BANXI;GUIZHOU;29.6217;121.2388;;;;19318
CNFEI4304A;FEITIAN;HUNAN;39.7377447;98.4881167;;;;19307
CNSHU5309A;SHUANGJIANGLAHUZU;YUNNAN;23.473499;99.827698;;;9510;19290
CNHUJ6110A;HUJIAYUAN;SHAANXI;33.405;109.6132;;;18614;19288
CNSHA3713D;SHAOYAOSHAN;SHANDONG;39.9823545;116.4316761;;;;19287
CNMAI4511A;MAILING;GUANGXI;25.0578;111.2933;;;;19284
CNHUA5107A;HUANGDIAN;SICHUAN;31.2145;105.5321;;;;19283
CNLON5002B;LONGKONG;CHONGQING;29.2057;104.0628;;;24410;19272
CNDAH3415A;DAHUAPING;ANHUI;31.2303;116.2103;;;12256;19270
CNCHA1301A;CHATOU;HEBEI;38.5639;114.2397;;;16632;19266
CNXIA4311D;XIAOWEI;HUNAN;31.488463;111.771366;;;;19265
CNZHE6210A;ZHENGNING;GANSU;35.491801;108.359869;10475;10070;17606;19262
CNFAN5224A;FANGZHU;GUIZHOU;27.2615;104.9482;;;22254;19259
CNTON4511A;TONGGU;GUANGXI;24.378;111.2046;;;12771;19254
CNLON4690B;LONGGUANG;HAINAN;18.504;109.9011;;;43239;19240
CNNON2301A;NONGHE;HEILONGJIANG;45.9933;128.2818;;;15519;19240
CNDON6105A;DONGCHEN;SHAANXI;32.4053;120.6369;;;;19239
CNWEI1411B;WEIJIATAN;SHANXI;38.6753;111.1203;;;;19237
CNGUA5110A;GUANYINGTAN;SICHUAN;29.71;104.5902;;;25583;19235
CNWAN3206B;WANGHAO;JIANGSU;32.057325;121.327132;;;;19231
CNXIZ3408A;XIZIHU;ANHUI;30.821743;117.026445;;;;19228
CNJIE4311A;JIELVQIAO;HUNAN;26.289252;111.680487;;;23024;19227
CNGUA5106C;GUANGJI;SICHUAN;31.257618;104.063541;;;;19224
CNLIU2101C;LIUJIANFANG;LIAONING;39.9332464;116.3180942;;;;19219
CNQIT3209A;QITAO;JIANGSU;31.55945;120.2753384;;;;19214
CNGAO2107B;GAOSHANZI;LIAONING;41.5399;122.067;;;24096;19207
CNYAN2306A;YANTONGTUN;HEILONGJIANG;47.0059;124.1683;;;;19207
CNHON5001B;HONGLU;CHONGQING;25.6974;119.3146;;;46695;19203
CNXID2110A;XIDAYAO;LIAONING;41.3506;123.4458;;;26299;19203
CNLON4690A;LONGLOU;HAINAN;19.6495;110.9724;;;17936;19198
CNMAN5308A;MANWAN;YUNNAN;24.4485244;100.8410182;;;;19193
CNMEI3608A;MEIJIANG;JIANGXI;26.346949;114.584246;;;;19192
CNZHU5202A;ZHUDONG;GUIZHOU;39.4951833;116.3739606;;;;19189
CNTAN4312A;TANWAN;HUNAN;27.9661;110.1474;;;;19186
CNNAN4309A;NANZUI;HUNAN;29.0528;112.2925;;;20808;19183
CNWAN4209B;WANTAN;HUBEI;28.174922;111.967142;;;;19180
CNLIJ6211A;LIJIABAO;GANSU;38.0167209;106.1065704;;;;19173
CNXIA5110A;XIAOHE;SICHUAN;29.6576;104.2914;;;;19171
CNSHU4311C;SHUZIPU;HUNAN;24.9580545;103.7528423;;;;19166
CNGUJ6103A;GUJUN;SHAANXI;31.762345;108.129499;;;;19164
CNSHI2109A;SHIJIAZI;LIAONING;42.0914;122.2413;;;;19153
CNSHU3717B;SHUIBAO;SHANDONG;35.629607;115.745467;;;;19150
CNAND5224A;ANDI;GUIZHOU;27.4023;106.4318;;;;19147
CNNIE4306A;NIESHI;HUNAN;29.573562;113.496689;;;;19131
CNTON6108A;TONG;SHAANXI;38.1557;110.3806;;;;19131
CNMAO5306A;MAOLIN;YUNNAN;43.9707;123.4166;;;;19127
CNLAN5119A;LANCAO;SICHUAN;29.52594;104.6653085;;;;19125
CNNIU3610A;NIUTIAN;JIANGXI;27.3065;115.7156;;;32499;19121
CNLON5119A;LONGGANG;SICHUAN;32.896008;108.509869;;;48924;19119
CNHEN3608B;HENGJIANG;JIANGXI;26.9782;114.8773;;;;19114
CNLIA5134A;LIANGSHANYI;SICHUAN;30.9136;108.1821;16568;18841;17737;19110
CNTAI4304B;TAIPINGWEI;HUNAN;26.488687;111.729101;;;;19107
CNJIA3611C;JIAXUAN;JIANGXI;28.4175109;117.9715942;;;;19105
CNXIC3706A;XICHENG;SHANDONG;28.428013;121.142625;;;;19104
CNMIN4312A;MINGXIKOU;HUNAN;28.703;110.3056;;;;19100
CNDAB2106A;DABAO;LIAONING;40.738311;120.879258;;;;19097
CNHUL3508A;HULEI;FUJIAN;24.7958;116.8077;;;29721;19093
CNSIK3706A;SIKOU;SHANDONG;29.3536;117.8177;;;12161;19093
CNDON3607C;DONGSHAO;JIANGXI;34.2554018;108.9582187;;;;19087
CNHUA1502A;HUAISHUO;NEIMENGGU;24.2967776;116.1096477;;;;19078
CNWAN3412C;WANGJIABA;ANHUI;32.428;115.6089;;;22964;19078
CNSHE2107A;SHENJIATAI;LIAONING;41.3266;120.8681;;;11357;19078
CNHEY6325A;HEYIN;QINGHAI;36.0494;101.4453;;;;19070
CNSHE2203A;SHENYANG;JILIN;43.6308;124.0841;;;;19067
CNYON4208B;YONGXING;HUBEI;30.9658;113.2392;;;;19064
CNCHE3501A;CHENGFENG;FUJIAN;25.8672;118.9508;;;20524;19058
CNYAO3213A;YAOGOU;JIANGSU;32.6587275;110.7794942;;;;19052
CNGUA4115B;GUANTANG;HENAN;32.322995;115.629866;;;;19049
CNQIU3308A;QIUCHUAN;ZHEJIANG;28.872;118.3256;;;11866;19044
CNSHA1404A;SHANGCUN;SHANXI;34.161;108.4656;;;;19038
CNJIA3405A;JIANGXIN;ANHUI;31.590895;118.461641;;;;19037
CNXIA3611C;XIATANG;JIANGXI;26.3711;113.026244;;;;19021
CNLIA4203A;LIANGSHUIHE;HUBEI;32.6444;111.4645;;;28482;19018
CNTUO2308A;TUOYAOZI;HEILONGJIANG;46.2378;130.7785;;;20089;19014
CNMAN1405A;MANGHE;SHANXI;35.0940228;112.6030279;;;;19013
CNSIH3418A;SIHE;ANHUI;33.174791;118.150563;;;;19008
